cowcode	year	gwf_casename	gwf_country	gwf_regimetype	gwf_next	gwf_prior	gwf_spell	gwf_duration	gwf_fail	gwf_party	gwf_military	gwf_monarchy	gwf_personal	gwf_nonautocracy	gwf_disagree
2	1972	USA 1871-NA	USA	NA			139	101	0	0	0	0	0	democracy	0
2	1973	USA 1871-NA	USA	NA			139	102	0	0	0	0	0	democracy	0
2	1974	USA 1871-NA	USA	NA			139	103	0	0	0	0	0	democracy	0
2	1975	USA 1871-NA	USA	NA			139	104	0	0	0	0	0	democracy	0
2	1976	USA 1871-NA	USA	NA			139	105	0	0	0	0	0	democracy	0
2	1977	USA 1871-NA	USA	NA			139	106	0	0	0	0	0	democracy	0
2	1978	USA 1871-NA	USA	NA			139	107	0	0	0	0	0	democracy	0
2	1979	USA 1871-NA	USA	NA			139	108	0	0	0	0	0	democracy	0
2	1980	USA 1871-NA	USA	NA			139	109	0	0	0	0	0	democracy	0
2	1981	USA 1871-NA	USA	NA			139	110	0	0	0	0	0	democracy	0
2	1982	USA 1871-NA	USA	NA			139	111	0	0	0	0	0	democracy	0
2	1983	USA 1871-NA	USA	NA			139	112	0	0	0	0	0	democracy	0
2	1984	USA 1871-NA	USA	NA			139	113	0	0	0	0	0	democracy	0
2	1985	USA 1871-NA	USA	NA			139	114	0	0	0	0	0	democracy	0
2	1986	USA 1871-NA	USA	NA			139	115	0	0	0	0	0	democracy	0
2	1987	USA 1871-NA	USA	NA			139	116	0	0	0	0	0	democracy	0
2	1988	USA 1871-NA	USA	NA			139	117	0	0	0	0	0	democracy	0
2	1989	USA 1871-NA	USA	NA			139	118	0	0	0	0	0	democracy	0
2	1990	USA 1871-NA	USA	NA			139	119	0	0	0	0	0	democracy	0
2	1991	USA 1871-NA	USA	NA			139	120	0	0	0	0	0	democracy	0
2	1992	USA 1871-NA	USA	NA			139	121	0	0	0	0	0	democracy	0
2	1993	USA 1871-NA	USA	NA			139	122	0	0	0	0	0	democracy	0
2	1994	USA 1871-NA	USA	NA			139	123	0	0	0	0	0	democracy	0
2	1995	USA 1871-NA	USA	NA			139	124	0	0	0	0	0	democracy	0
2	1996	USA 1871-NA	USA	NA			139	125	0	0	0	0	0	democracy	0
2	1997	USA 1871-NA	USA	NA			139	126	0	0	0	0	0	democracy	0
2	1998	USA 1871-NA	USA	NA			139	127	0	0	0	0	0	democracy	0
2	1999	USA 1871-NA	USA	NA			139	128	0	0	0	0	0	democracy	0
2	2000	USA 1871-NA	USA	NA			139	129	0	0	0	0	0	democracy	0
2	2001	USA 1871-NA	USA	NA			139	130	0	0	0	0	0	democracy	0
2	2002	USA 1871-NA	USA	NA			139	131	0	0	0	0	0	democracy	0
2	2003	USA 1871-NA	USA	NA			139	132	0	0	0	0	0	democracy	0
2	2004	USA 1871-NA	USA	NA			139	133	0	0	0	0	0	democracy	0
2	2005	USA 1871-NA	USA	NA			139	134	0	0	0	0	0	democracy	0
2	2006	USA 1871-NA	USA	NA			139	135	0	0	0	0	0	democracy	0
2	2007	USA 1871-NA	USA	NA			139	136	0	0	0	0	0	democracy	0
2	2008	USA 1871-NA	USA	NA			139	137	0	0	0	0	0	democracy	0
2	2009	USA 1871-NA	USA	NA			139	138	0	0	0	0	0	democracy	0
2	2010	USA 1871-NA	USA	NA			139	139	0	0	0	0	0	democracy	6
20	1946	Canada 21-NA	Canada	NA			89	25	0	0	0	0	0	democracy	0
20	1947	Canada 21-NA	Canada	NA			89	26	0	0	0	0	0	democracy	0
20	1948	Canada 21-NA	Canada	NA			89	27	0	0	0	0	0	democracy	0
20	1949	Canada 21-NA	Canada	NA			89	28	0	0	0	0	0	democracy	0
20	1950	Canada 21-NA	Canada	NA			89	29	0	0	0	0	0	democracy	0
20	1951	Canada 21-NA	Canada	NA			89	30	0	0	0	0	0	democracy	0
20	1952	Canada 21-NA	Canada	NA			89	31	0	0	0	0	0	democracy	0
20	1953	Canada 21-NA	Canada	NA			89	32	0	0	0	0	0	democracy	0
20	1954	Canada 21-NA	Canada	NA			89	33	0	0	0	0	0	democracy	0
20	1955	Canada 21-NA	Canada	NA			89	34	0	0	0	0	0	democracy	0
20	1956	Canada 21-NA	Canada	NA			89	35	0	0	0	0	0	democracy	0
20	1957	Canada 21-NA	Canada	NA			89	36	0	0	0	0	0	democracy	0
20	1958	Canada 21-NA	Canada	NA			89	37	0	0	0	0	0	democracy	0
20	1959	Canada 21-NA	Canada	NA			89	38	0	0	0	0	0	democracy	0
20	1960	Canada 21-NA	Canada	NA			89	39	0	0	0	0	0	democracy	0
20	1961	Canada 21-NA	Canada	NA			89	40	0	0	0	0	0	democracy	0
20	1962	Canada 21-NA	Canada	NA			89	41	0	0	0	0	0	democracy	0
20	1963	Canada 21-NA	Canada	NA			89	42	0	0	0	0	0	democracy	0
20	1964	Canada 21-NA	Canada	NA			89	43	0	0	0	0	0	democracy	0
20	1965	Canada 21-NA	Canada	NA			89	44	0	0	0	0	0	democracy	0
20	1966	Canada 21-NA	Canada	NA			89	45	0	0	0	0	0	democracy	0
20	1967	Canada 21-NA	Canada	NA			89	46	0	0	0	0	0	democracy	0
20	1968	Canada 21-NA	Canada	NA			89	47	0	0	0	0	0	democracy	0
20	1969	Canada 21-NA	Canada	NA			89	48	0	0	0	0	0	democracy	0
20	1970	Canada 21-NA	Canada	NA			89	49	0	0	0	0	0	democracy	0
20	1971	Canada 21-NA	Canada	NA			89	50	0	0	0	0	0	democracy	0
20	1972	Canada 21-NA	Canada	NA			89	51	0	0	0	0	0	democracy	0
20	1973	Canada 21-NA	Canada	NA			89	52	0	0	0	0	0	democracy	0
20	1974	Canada 21-NA	Canada	NA			89	53	0	0	0	0	0	democracy	0
20	1975	Canada 21-NA	Canada	NA			89	54	0	0	0	0	0	democracy	0
20	1976	Canada 21-NA	Canada	NA			89	55	0	0	0	0	0	democracy	0
20	1977	Canada 21-NA	Canada	NA			89	56	0	0	0	0	0	democracy	0
20	1978	Canada 21-NA	Canada	NA			89	57	0	0	0	0	0	democracy	0
20	1979	Canada 21-NA	Canada	NA			89	58	0	0	0	0	0	democracy	0
20	1980	Canada 21-NA	Canada	NA			89	59	0	0	0	0	0	democracy	0
20	1981	Canada 21-NA	Canada	NA			89	60	0	0	0	0	0	democracy	0
20	1982	Canada 21-NA	Canada	NA			89	61	0	0	0	0	0	democracy	0
20	1983	Canada 21-NA	Canada	NA			89	62	0	0	0	0	0	democracy	0
20	1984	Canada 21-NA	Canada	NA			89	63	0	0	0	0	0	democracy	0
20	1985	Canada 21-NA	Canada	NA			89	64	0	0	0	0	0	democracy	0
20	1986	Canada 21-NA	Canada	NA			89	65	0	0	0	0	0	democracy	0
20	1987	Canada 21-NA	Canada	NA			89	66	0	0	0	0	0	democracy	0
20	1988	Canada 21-NA	Canada	NA			89	67	0	0	0	0	0	democracy	0
20	1989	Canada 21-NA	Canada	NA			89	68	0	0	0	0	0	democracy	0
20	1990	Canada 21-NA	Canada	NA			89	69	0	0	0	0	0	democracy	0
20	1991	Canada 21-NA	Canada	NA			89	70	0	0	0	0	0	democracy	0
20	1992	Canada 21-NA	Canada	NA			89	71	0	0	0	0	0	democracy	0
20	1993	Canada 21-NA	Canada	NA			89	72	0	0	0	0	0	democracy	0
20	1994	Canada 21-NA	Canada	NA			89	73	0	0	0	0	0	democracy	0
20	1995	Canada 21-NA	Canada	NA			89	74	0	0	0	0	0	democracy	0
20	1996	Canada 21-NA	Canada	NA			89	75	0	0	0	0	0	democracy	0
20	1997	Canada 21-NA	Canada	NA			89	76	0	0	0	0	0	democracy	0
20	1998	Canada 21-NA	Canada	NA			89	77	0	0	0	0	0	democracy	0
20	1999	Canada 21-NA	Canada	NA			89	78	0	0	0	0	0	democracy	0
20	2000	Canada 21-NA	Canada	NA			89	79	0	0	0	0	0	democracy	0
20	2001	Canada 21-NA	Canada	NA			89	80	0	0	0	0	0	democracy	0
20	2002	Canada 21-NA	Canada	NA			89	81	0	0	0	0	0	democracy	0
20	2003	Canada 21-NA	Canada	NA			89	82	0	0	0	0	0	democracy	0
20	2004	Canada 21-NA	Canada	NA			89	83	0	0	0	0	0	democracy	0
20	2005	Canada 21-NA	Canada	NA			89	84	0	0	0	0	0	democracy	0
20	2006	Canada 21-NA	Canada	NA			89	85	0	0	0	0	0	democracy	0
20	2007	Canada 21-NA	Canada	NA			89	86	0	0	0	0	0	democracy	0
20	2008	Canada 21-NA	Canada	NA			89	87	0	0	0	0	0	democracy	0
20	2009	Canada 21-NA	Canada	NA			89	88	0	0	0	0	0	democracy	0
20	2010	Canada 21-NA	Canada	NA			89	89	0	0	0	0	0	democracy	6
40	1946	Cuba 44-52	Cuba	NA	personal		8	2	0	0	0	0	0	democracy	0
40	1947	Cuba 44-52	Cuba	NA	personal		8	3	0	0	0	0	0	democracy	0
40	1948	Cuba 44-52	Cuba	NA	personal		8	4	0	0	0	0	0	democracy	0
40	1949	Cuba 44-52	Cuba	NA	personal		8	5	0	0	0	0	0	democracy	0
40	1950	Cuba 44-52	Cuba	NA	personal		8	6	0	0	0	0	0	democracy	0
40	1951	Cuba 44-52	Cuba	NA	personal		8	7	0	0	0	0	0	democracy	0
40	1952	Cuba 44-52	Cuba	NA	personal		8	8	1	0	0	0	0	democracy	0
40	1953	Cuba 52-59	Cuba	personal	sppersonal	democracy	7	1	0	0	0	0	1	NA	0
40	1954	Cuba 52-59	Cuba	personal	sppersonal	democracy	7	2	0	0	0	0	1	NA	0
40	1955	Cuba 52-59	Cuba	personal	sppersonal	democracy	7	3	0	0	0	0	1	NA	0
40	1956	Cuba 52-59	Cuba	personal	sppersonal	democracy	7	4	0	0	0	0	1	NA	0
40	1957	Cuba 52-59	Cuba	personal	sppersonal	democracy	7	5	0	0	0	0	1	NA	0
40	1958	Cuba 52-59	Cuba	personal	sppersonal	democracy	7	6	0	0	0	0	1	NA	0
40	1959	Cuba 52-59	Cuba	personal	sppersonal	democracy	7	7	1	0	0	0	1	NA	0
40	1960	Cuba 59-NA	Cuba	party-personal		personal	51	1	0	1	0	0	0	NA	0
40	1961	Cuba 59-NA	Cuba	party-personal		personal	51	2	0	1	0	0	0	NA	0
40	1962	Cuba 59-NA	Cuba	party-personal		personal	51	3	0	1	0	0	0	NA	0
40	1963	Cuba 59-NA	Cuba	party-personal		personal	51	4	0	1	0	0	0	NA	0
40	1964	Cuba 59-NA	Cuba	party-personal		personal	51	5	0	1	0	0	0	NA	0
40	1965	Cuba 59-NA	Cuba	party-personal		personal	51	6	0	1	0	0	0	NA	0
40	1966	Cuba 59-NA	Cuba	party-personal		personal	51	7	0	1	0	0	0	NA	0
40	1967	Cuba 59-NA	Cuba	party-personal		personal	51	8	0	1	0	0	0	NA	0
40	1968	Cuba 59-NA	Cuba	party-personal		personal	51	9	0	1	0	0	0	NA	0
40	1969	Cuba 59-NA	Cuba	party-personal		personal	51	10	0	1	0	0	0	NA	0
40	1970	Cuba 59-NA	Cuba	party-personal		personal	51	11	0	1	0	0	0	NA	0
40	1971	Cuba 59-NA	Cuba	party-personal		personal	51	12	0	1	0	0	0	NA	0
40	1972	Cuba 59-NA	Cuba	party-personal		personal	51	13	0	1	0	0	0	NA	0
40	1973	Cuba 59-NA	Cuba	party-personal		personal	51	14	0	1	0	0	0	NA	0
40	1974	Cuba 59-NA	Cuba	party-personal		personal	51	15	0	1	0	0	0	NA	0
40	1975	Cuba 59-NA	Cuba	party-personal		personal	51	16	0	1	0	0	0	NA	0
40	1976	Cuba 59-NA	Cuba	party-personal		personal	51	17	0	1	0	0	0	NA	0
40	1977	Cuba 59-NA	Cuba	party-personal		personal	51	18	0	1	0	0	0	NA	0
40	1978	Cuba 59-NA	Cuba	party-personal		personal	51	19	0	1	0	0	0	NA	0
40	1979	Cuba 59-NA	Cuba	party-personal		personal	51	20	0	1	0	0	0	NA	0
40	1980	Cuba 59-NA	Cuba	party-personal		personal	51	21	0	1	0	0	0	NA	0
40	1981	Cuba 59-NA	Cuba	party-personal		personal	51	22	0	1	0	0	0	NA	0
40	1982	Cuba 59-NA	Cuba	party-personal		personal	51	23	0	1	0	0	0	NA	0
40	1983	Cuba 59-NA	Cuba	party-personal		personal	51	24	0	1	0	0	0	NA	0
40	1984	Cuba 59-NA	Cuba	party-personal		personal	51	25	0	1	0	0	0	NA	0
40	1985	Cuba 59-NA	Cuba	party-personal		personal	51	26	0	1	0	0	0	NA	0
40	1986	Cuba 59-NA	Cuba	party-personal		personal	51	27	0	1	0	0	0	NA	0
40	1987	Cuba 59-NA	Cuba	party-personal		personal	51	28	0	1	0	0	0	NA	0
40	1988	Cuba 59-NA	Cuba	party-personal		personal	51	29	0	1	0	0	0	NA	0
40	1989	Cuba 59-NA	Cuba	party-personal		personal	51	30	0	1	0	0	0	NA	0
40	1990	Cuba 59-NA	Cuba	party-personal		personal	51	31	0	1	0	0	0	NA	0
40	1991	Cuba 59-NA	Cuba	party-personal		personal	51	32	0	1	0	0	0	NA	0
40	1992	Cuba 59-NA	Cuba	party-personal		personal	51	33	0	1	0	0	0	NA	0
40	1993	Cuba 59-NA	Cuba	party-personal		personal	51	34	0	1	0	0	0	NA	0
40	1994	Cuba 59-NA	Cuba	party-personal		personal	51	35	0	1	0	0	0	NA	0
40	1995	Cuba 59-NA	Cuba	party-personal		personal	51	36	0	1	0	0	0	NA	0
40	1996	Cuba 59-NA	Cuba	party-personal		personal	51	37	0	1	0	0	0	NA	0
40	1997	Cuba 59-NA	Cuba	party-personal		personal	51	38	0	1	0	0	0	NA	0
40	1998	Cuba 59-NA	Cuba	party-personal		personal	51	39	0	1	0	0	0	NA	0
40	1999	Cuba 59-NA	Cuba	party-personal		personal	51	40	0	1	0	0	0	NA	0
40	2000	Cuba 59-NA	Cuba	party-personal		personal	51	41	0	1	0	0	0	NA	0
40	2001	Cuba 59-NA	Cuba	party-personal		personal	51	42	0	1	0	0	0	NA	0
40	2002	Cuba 59-NA	Cuba	party-personal		personal	51	43	0	1	0	0	0	NA	0
40	2003	Cuba 59-NA	Cuba	party-personal		personal	51	44	0	1	0	0	0	NA	0
40	2004	Cuba 59-NA	Cuba	party-personal		personal	51	45	0	1	0	0	0	NA	0
40	2005	Cuba 59-NA	Cuba	party-personal		personal	51	46	0	1	0	0	0	NA	0
40	2006	Cuba 59-NA	Cuba	party-personal		personal	51	47	0	1	0	0	0	NA	0
40	2007	Cuba 59-NA	Cuba	party-personal		personal	51	48	0	1	0	0	0	NA	0
40	2008	Cuba 59-NA	Cuba	party-personal		personal	51	49	0	1	0	0	0	NA	0
40	2009	Cuba 59-NA	Cuba	party-personal		personal	51	50	0	1	0	0	0	NA	0
40	2010	Cuba 59-NA	Cuba	party-personal		personal	51	51	0	1	0	0	0	NA	6
41	1946	Haiti 41-46	Haiti	personal	democracy		5	5	1	0	0	0	1	NA	0
41	1947	Haiti 46-50	Haiti	NA	personal	personal	4	1	0	0	0	0	0	democracy	3
41	1948	Haiti 46-50	Haiti	NA	personal	personal	4	2	0	0	0	0	0	democracy	3
41	1949	Haiti 46-50	Haiti	NA	personal	personal	4	3	0	0	0	0	0	democracy	3
41	1950	Haiti 46-50	Haiti	NA	personal	personal	4	4	1	0	0	0	0	democracy	3
41	1951	Haiti 50-56	Haiti	personal	provisional	democracy	6	1	0	0	0	0	1	NA	0
41	1952	Haiti 50-56	Haiti	personal	provisional	democracy	6	2	0	0	0	0	1	NA	0
41	1953	Haiti 50-56	Haiti	personal	provisional	democracy	6	3	0	0	0	0	1	NA	0
41	1954	Haiti 50-56	Haiti	personal	provisional	democracy	6	4	0	0	0	0	1	NA	0
41	1955	Haiti 50-56	Haiti	personal	provisional	democracy	6	5	0	0	0	0	1	NA	0
41	1956	Haiti 50-56	Haiti	personal	provisional	democracy	6	6	1	0	0	0	1	NA	0
41	1957	Haiti 56-57	Haiti	NA	personal	personal	1	1	1	0	0	0	0	provisional	2
41	1958	Haiti 57-86	Haiti	personal	military	provisional	29	1	0	0	0	0	1	NA	0
41	1959	Haiti 57-86	Haiti	personal	military	provisional	29	2	0	0	0	0	1	NA	0
41	1960	Haiti 57-86	Haiti	personal	military	provisional	29	3	0	0	0	0	1	NA	0
41	1961	Haiti 57-86	Haiti	personal	military	provisional	29	4	0	0	0	0	1	NA	0
41	1962	Haiti 57-86	Haiti	personal	military	provisional	29	5	0	0	0	0	1	NA	0
41	1963	Haiti 57-86	Haiti	personal	military	provisional	29	6	0	0	0	0	1	NA	0
41	1964	Haiti 57-86	Haiti	personal	military	provisional	29	7	0	0	0	0	1	NA	0
41	1965	Haiti 57-86	Haiti	personal	military	provisional	29	8	0	0	0	0	1	NA	0
41	1966	Haiti 57-86	Haiti	personal	military	provisional	29	9	0	0	0	0	1	NA	0
41	1967	Haiti 57-86	Haiti	personal	military	provisional	29	10	0	0	0	0	1	NA	0
41	1968	Haiti 57-86	Haiti	personal	military	provisional	29	11	0	0	0	0	1	NA	0
41	1969	Haiti 57-86	Haiti	personal	military	provisional	29	12	0	0	0	0	1	NA	0
41	1970	Haiti 57-86	Haiti	personal	military	provisional	29	13	0	0	0	0	1	NA	0
41	1971	Haiti 57-86	Haiti	personal	military	provisional	29	14	0	0	0	0	1	NA	0
41	1972	Haiti 57-86	Haiti	personal	military	provisional	29	15	0	0	0	0	1	NA	0
41	1973	Haiti 57-86	Haiti	personal	military	provisional	29	16	0	0	0	0	1	NA	0
41	1974	Haiti 57-86	Haiti	personal	military	provisional	29	17	0	0	0	0	1	NA	0
41	1975	Haiti 57-86	Haiti	personal	military	provisional	29	18	0	0	0	0	1	NA	0
41	1976	Haiti 57-86	Haiti	personal	military	provisional	29	19	0	0	0	0	1	NA	0
41	1977	Haiti 57-86	Haiti	personal	military	provisional	29	20	0	0	0	0	1	NA	0
41	1978	Haiti 57-86	Haiti	personal	military	provisional	29	21	0	0	0	0	1	NA	0
41	1979	Haiti 57-86	Haiti	personal	military	provisional	29	22	0	0	0	0	1	NA	0
41	1980	Haiti 57-86	Haiti	personal	military	provisional	29	23	0	0	0	0	1	NA	0
41	1981	Haiti 57-86	Haiti	personal	military	provisional	29	24	0	0	0	0	1	NA	0
41	1982	Haiti 57-86	Haiti	personal	military	provisional	29	25	0	0	0	0	1	NA	0
41	1983	Haiti 57-86	Haiti	personal	military	provisional	29	26	0	0	0	0	1	NA	0
41	1984	Haiti 57-86	Haiti	personal	military	provisional	29	27	0	0	0	0	1	NA	0
41	1985	Haiti 57-86	Haiti	personal	military	provisional	29	28	0	0	0	0	1	NA	0
41	1986	Haiti 57-86	Haiti	personal	military	provisional	29	29	1	0	0	0	1	NA	0
41	1987	Haiti 86-88	Haiti	military	milpersonal	personal	2	1	0	0	1	0	0	NA	0
41	1988	Haiti 86-88	Haiti	military	milpersonal	personal	2	2	1	0	1	0	0	NA	0
41	1989	Haiti 88-90	Haiti	military-personal	democracy	military	2	1	0	0	1	0	0	NA	0
41	1990	Haiti 88-90	Haiti	military-personal	democracy	military	2	2	1	0	1	0	0	NA	0
41	1991	Haiti 90-91	Haiti	NA	military	milpersonal	1	1	1	0	0	0	0	democracy	3
41	1992	Haiti 91-94	Haiti	military	democracy	democracy	3	1	0	0	1	0	0	NA	0
41	1993	Haiti 91-94	Haiti	military	democracy	democracy	3	2	0	0	1	0	0	NA	0
41	1994	Haiti 91-94	Haiti	military	democracy	democracy	3	3	1	0	1	0	0	NA	0
41	1995	Haiti 94-99	Haiti	NA	personal	military	5	1	0	0	0	0	0	democracy	3
41	1996	Haiti 94-99	Haiti	NA	personal	military	5	2	0	0	0	0	0	democracy	3
41	1997	Haiti 94-99	Haiti	NA	personal	military	5	3	0	0	0	0	0	democracy	3
41	1998	Haiti 94-99	Haiti	NA	personal	military	5	4	0	0	0	0	0	democracy	3
41	1999	Haiti 94-99	Haiti	NA	personal	military	5	5	1	0	0	0	0	democracy	3
41	2000	Haiti 99-04	Haiti	personal	provisional	democracy	5	1	0	0	0	0	1	NA	0
41	2001	Haiti 99-04	Haiti	personal	provisional	democracy	5	2	0	0	0	0	1	NA	0
41	2002	Haiti 99-04	Haiti	personal	provisional	democracy	5	3	0	0	0	0	1	NA	0
41	2003	Haiti 99-04	Haiti	personal	provisional	democracy	5	4	0	0	0	0	1	NA	0
41	2004	Haiti 99-04	Haiti	personal	provisional	democracy	5	5	1	0	0	0	1	NA	0
41	2005	Haiti 04-06	Haiti	NA	democracy	personal	2	1	0	0	0	0	0	provisional	1
41	2006	Haiti 04-06	Haiti	NA	democracy	personal	2	2	1	0	0	0	0	provisional	1
41	2007	Haiti 06-NA	Haiti	NA		provisional	4	1	0	0	0	0	0	democracy	3
41	2008	Haiti 06-NA	Haiti	NA		provisional	4	2	0	0	0	0	0	democracy	3
41	2009	Haiti 06-NA	Haiti	NA		provisional	4	3	0	0	0	0	0	democracy	3
41	2010	Haiti 06-NA	Haiti	NA		provisional	4	4	0	0	0	0	0	democracy	6
42	1946	Dominican Rep 30-62	Dominican Rep	personal	democracy		32	16	0	0	0	0	1	NA	0
42	1947	Dominican Rep 30-62	Dominican Rep	personal	democracy		32	17	0	0	0	0	1	NA	0
42	1948	Dominican Rep 30-62	Dominican Rep	personal	democracy		32	18	0	0	0	0	1	NA	0
42	1949	Dominican Rep 30-62	Dominican Rep	personal	democracy		32	19	0	0	0	0	1	NA	0
42	1950	Dominican Rep 30-62	Dominican Rep	personal	democracy		32	20	0	0	0	0	1	NA	0
42	1951	Dominican Rep 30-62	Dominican Rep	personal	democracy		32	21	0	0	0	0	1	NA	0
42	1952	Dominican Rep 30-62	Dominican Rep	personal	democracy		32	22	0	0	0	0	1	NA	0
42	1953	Dominican Rep 30-62	Dominican Rep	personal	democracy		32	23	0	0	0	0	1	NA	0
42	1954	Dominican Rep 30-62	Dominican Rep	personal	democracy		32	24	0	0	0	0	1	NA	0
42	1955	Dominican Rep 30-62	Dominican Rep	personal	democracy		32	25	0	0	0	0	1	NA	0
42	1956	Dominican Rep 30-62	Dominican Rep	personal	democracy		32	26	0	0	0	0	1	NA	0
42	1957	Dominican Rep 30-62	Dominican Rep	personal	democracy		32	27	0	0	0	0	1	NA	0
42	1958	Dominican Rep 30-62	Dominican Rep	personal	democracy		32	28	0	0	0	0	1	NA	0
42	1959	Dominican Rep 30-62	Dominican Rep	personal	democracy		32	29	0	0	0	0	1	NA	0
42	1960	Dominican Rep 30-62	Dominican Rep	personal	democracy		32	30	0	0	0	0	1	NA	0
42	1961	Dominican Rep 30-62	Dominican Rep	personal	democracy		32	31	0	0	0	0	1	NA	0
42	1962	Dominican Rep 30-62	Dominican Rep	personal	democracy		32	32	1	0	0	0	1	NA	0
42	1963	Dominican Rep 62-63	Dominican Rep	NA	military	personal	1	1	1	0	0	0	0	democracy	3
42	1964	Dominican Rep 63-65	Dominican Rep	military	foreign-occupied	democracy	2	1	0	0	1	0	0	NA	0
42	1965	Dominican Rep 63-65	Dominican Rep	military	foreign-occupied	democracy	2	2	1	0	1	0	0	NA	0
42	1966	Dominican Rep 65-66	Dominican Rep	NA	personal	military	1	1	1	0	0	0	0	foreign-occupied	5
42	1967	Dominican Rep 66-78	Dominican Rep	personal	democracy	foreign-occupied	12	1	0	0	0	0	1	NA	4
42	1968	Dominican Rep 66-78	Dominican Rep	personal	democracy	foreign-occupied	12	2	0	0	0	0	1	NA	4
42	1969	Dominican Rep 66-78	Dominican Rep	personal	democracy	foreign-occupied	12	3	0	0	0	0	1	NA	4
42	1970	Dominican Rep 66-78	Dominican Rep	personal	democracy	foreign-occupied	12	4	0	0	0	0	1	NA	4
42	1971	Dominican Rep 66-78	Dominican Rep	personal	democracy	foreign-occupied	12	5	0	0	0	0	1	NA	4
42	1972	Dominican Rep 66-78	Dominican Rep	personal	democracy	foreign-occupied	12	6	0	0	0	0	1	NA	4
42	1973	Dominican Rep 66-78	Dominican Rep	personal	democracy	foreign-occupied	12	7	0	0	0	0	1	NA	4
42	1974	Dominican Rep 66-78	Dominican Rep	personal	democracy	foreign-occupied	12	8	0	0	0	0	1	NA	4
42	1975	Dominican Rep 66-78	Dominican Rep	personal	democracy	foreign-occupied	12	9	0	0	0	0	1	NA	4
42	1976	Dominican Rep 66-78	Dominican Rep	personal	democracy	foreign-occupied	12	10	0	0	0	0	1	NA	4
42	1977	Dominican Rep 66-78	Dominican Rep	personal	democracy	foreign-occupied	12	11	0	0	0	0	1	NA	4
42	1978	Dominican Rep 66-78	Dominican Rep	personal	democracy	foreign-occupied	12	12	1	0	0	0	1	NA	4
42	1979	Dominican Rep 78-NA	Dominican Rep	NA		personal	32	1	0	0	0	0	0	democracy	0
42	1980	Dominican Rep 78-NA	Dominican Rep	NA		personal	32	2	0	0	0	0	0	democracy	0
42	1981	Dominican Rep 78-NA	Dominican Rep	NA		personal	32	3	0	0	0	0	0	democracy	0
42	1982	Dominican Rep 78-NA	Dominican Rep	NA		personal	32	4	0	0	0	0	0	democracy	0
42	1983	Dominican Rep 78-NA	Dominican Rep	NA		personal	32	5	0	0	0	0	0	democracy	0
42	1984	Dominican Rep 78-NA	Dominican Rep	NA		personal	32	6	0	0	0	0	0	democracy	0
42	1985	Dominican Rep 78-NA	Dominican Rep	NA		personal	32	7	0	0	0	0	0	democracy	0
42	1986	Dominican Rep 78-NA	Dominican Rep	NA		personal	32	8	0	0	0	0	0	democracy	0
42	1987	Dominican Rep 78-NA	Dominican Rep	NA		personal	32	9	0	0	0	0	0	democracy	0
42	1988	Dominican Rep 78-NA	Dominican Rep	NA		personal	32	10	0	0	0	0	0	democracy	0
